"idx","x","z"
1923,31.552,0.699999999999999
1924,32.552,1.2
1925,33.552,0.699999999999999
1926,34.552,1.2
1950,-25.448,2.2
1951,-24.448,1.7
1952,-23.448,2.2
1953,-22.448,1.7
1954,-21.448,2.2
1955,-20.448,1.7
1956,-19.448,2.2
1957,-18.448,1.7
1958,-17.448,2.2
1959,-16.448,1.7
1961,-14.448,1.7
1963,-12.448,1.7
1965,-10.448,1.7
1967,-8.448,1.7
1969,-6.448,1.7
1970,-5.448,2.2
1971,-4.448,1.7
1973,-2.448,1.7
1975,-0.448,1.7
1976,0.552,2.2
1977,1.552,1.7
1978,2.552,2.2
1979,3.552,1.7
1980,4.552,2.2
1981,5.552,1.7
1982,6.552,2.2
1983,7.552,1.7
1984,8.552,2.2
1985,9.552,1.7
1986,10.552,2.2
1987,11.552,1.7
1999,23.552,1.7
2000,24.552,2.2
2001,25.552,1.7
2002,26.552,2.2
2003,27.552,1.7
2004,28.552,2.2
2005,29.552,1.7
2006,30.552,2.2
2007,31.552,1.7
2008,32.552,2.2
2009,33.552,1.7
2010,34.552,2.2
2033,-26.448,2.7
2034,-25.448,3.2
2035,-24.448,2.7
2036,-23.448,3.2
2037,-22.448,2.7
2038,-21.448,3.2
2039,-20.448,2.7
2040,-19.448,3.2
2041,-18.448,2.7
2042,-17.448,3.2
2043,-16.448,2.7
2054,-5.448,3.2
2055,-4.448,2.7
2060,0.552,3.2
2061,1.552,2.7
2062,2.552,3.2
2063,3.552,2.7
2064,4.552,3.2
2065,5.552,2.7
2066,6.552,3.2
2067,7.552,2.7
2068,8.552,3.2
2069,9.552,2.7
2070,10.552,3.2
2071,11.552,2.7
2083,23.552,2.7
2084,24.552,3.2
2085,25.552,2.7
2086,26.552,3.2
2087,27.552,2.7
2088,28.552,3.2
2089,29.552,2.7
2090,30.552,3.2
2091,31.552,2.7
2092,32.552,3.2
2093,33.552,2.7
2094,34.552,3.2
2117,-26.448,3.7
2118,-25.448,4.2
2119,-24.448,3.7
2120,-23.448,4.2
2121,-22.448,3.7
2122,-21.448,4.2
2123,-20.448,3.7
2124,-19.448,4.2
2125,-18.448,3.7
2126,-17.448,4.2
2138,-5.448,4.2
2139,-4.448,3.7
2144,0.552,4.2
2145,1.552,3.7
2146,2.552,4.2
2147,3.552,3.7
2148,4.552,4.2
2149,5.552,3.7
2150,6.552,4.2
2151,7.552,3.7
2152,8.552,4.2
2153,9.552,3.7
2154,10.552,4.2
2155,11.552,3.7
2167,23.552,3.7
2168,24.552,4.2
2169,25.552,3.7
2170,26.552,4.2
2171,27.552,3.7
2172,28.552,4.2
2173,29.552,3.7
2174,30.552,4.2
2175,31.552,3.7
2176,32.552,4.2
2177,33.552,3.7
2178,34.552,4.2
2200,-27.448,5.2
2201,-26.448,4.7
2202,-25.448,5.2
2203,-24.448,4.7
2204,-23.448,5.2
2205,-22.448,4.7
2206,-21.448,5.2
2207,-20.448,4.7
2208,-19.448,5.2
2209,-18.448,4.7
2220,-7.448,5.2
2222,-5.448,5.2
2223,-4.448,4.7
2228,0.552,5.2
2229,1.552,4.7
2230,2.552,5.2
2231,3.552,4.7
2232,4.552,5.2
2233,5.552,4.7
2234,6.552,5.2
2235,7.552,4.7
2236,8.552,5.2
2237,9.552,4.7
2238,10.552,5.2
2239,11.552,4.7
2251,23.552,4.7
2252,24.552,5.2
2253,25.552,4.7
2254,26.552,5.2
2255,27.552,4.7
2256,28.552,5.2
2257,29.552,4.7
2258,30.552,5.2
2259,31.552,4.7
2260,32.552,5.2
2261,33.552,4.7
2262,34.552,5.2
2284,-27.448,6.2
2285,-26.448,5.7
2286,-25.448,6.2
2287,-24.448,5.7
2288,-23.448,6.2
2289,-22.448,5.7
2290,-21.448,6.2
2291,-20.448,5.7
2292,-19.448,6.2
2293,-18.448,5.7
2304,-7.448,6.2
2305,-6.448,5.7
2306,-5.448,6.2
2307,-4.448,5.7
2312,0.552,6.2
2313,1.552,5.7
2314,2.552,6.2
2315,3.552,5.7
2316,4.552,6.2
2317,5.552,5.7
2318,6.552,6.2
2319,7.552,5.7
2320,8.552,6.2
2321,9.552,5.7
2322,10.552,6.2
2323,11.552,5.7
2335,23.552,5.7
2336,24.552,6.2
2337,25.552,5.7
2338,26.552,6.2
2339,27.552,5.7
2340,28.552,6.2
2341,29.552,5.7
2342,30.552,6.2
2343,31.552,5.7
2344,32.552,6.2
2345,33.552,5.7
2346,34.552,6.2
2367,-28.448,6.7
2368,-27.448,7.2
2369,-26.448,6.7
2370,-25.448,7.2
2371,-24.448,6.7
2372,-23.448,7.2
2373,-22.448,6.7
2374,-21.448,7.2
2375,-20.448,6.7
2376,-19.448,7.2
2388,-7.448,7.2
2389,-6.448,6.7
2390,-5.448,7.2
2391,-4.448,6.7
2396,0.552,7.2
2397,1.552,6.7
2398,2.552,7.2
2399,3.552,6.7
2400,4.552,7.2
2401,5.552,6.7
2402,6.552,7.2
2403,7.552,6.7
2404,8.552,7.2
2405,9.552,6.7
2406,10.552,7.2
2407,11.552,6.7
2419,23.552,6.7
2420,24.552,7.2
2421,25.552,6.7
2422,26.552,7.2
2423,27.552,6.7
2424,28.552,7.2
2425,29.552,6.7
2426,30.552,7.2
2427,31.552,6.7
2428,32.552,7.2
2429,33.552,6.7
2430,34.552,7.2
2450,-29.448,8.2
2451,-28.448,7.7
2452,-27.448,8.2
2453,-26.448,7.7
2454,-25.448,8.2
2455,-24.448,7.7
2456,-23.448,8.2
2457,-22.448,7.7
2458,-21.448,8.2
2459,-20.448,7.7
2460,-19.448,8.2
2472,-7.448,8.2
2473,-6.448,7.7
2474,-5.448,8.2
2475,-4.448,7.7
2480,0.552,8.2
2481,1.552,7.7
2482,2.552,8.2
2483,3.552,7.7
2484,4.552,8.2
2485,5.552,7.7
2486,6.552,8.2
2487,7.552,7.7
2488,8.552,8.2
2489,9.552,7.7
2490,10.552,8.2
2491,11.552,7.7
2503,23.552,7.7
2504,24.552,8.2
2505,25.552,7.7
2506,26.552,8.2
2507,27.552,7.7
2508,28.552,8.2
2509,29.552,7.7
2510,30.552,8.2
2511,31.552,7.7
2512,32.552,8.2
2513,33.552,7.7
2514,34.552,8.2
2534,-29.448,9.2
2535,-28.448,8.7
2536,-27.448,9.2
2537,-26.448,8.7
2538,-25.448,9.2
2539,-24.448,8.7
2540,-23.448,9.2
2541,-22.448,8.7
2542,-21.448,9.2
2543,-20.448,8.7
2556,-7.448,9.2
2557,-6.448,8.7
2558,-5.448,9.2
2559,-4.448,8.7
2564,0.552,9.2
2565,1.552,8.7
2566,2.552,9.2
2567,3.552,8.7
2568,4.552,9.2
2569,5.552,8.7
2570,6.552,9.2
2571,7.552,8.7
2572,8.552,9.2
2573,9.552,8.7
2574,10.552,9.2
2575,11.552,8.7
2587,23.552,8.7
2588,24.552,9.2
2589,25.552,8.7
2590,26.552,9.2
2591,27.552,8.7
2592,28.552,9.2
2593,29.552,8.7
2594,30.552,9.2
2595,31.552,8.7
2596,32.552,9.2
2597,33.552,8.7
2598,34.552,9.2
2618,-29.448,10.2
2619,-28.448,9.7
2620,-27.448,10.2
2621,-26.448,9.7
2622,-25.448,10.2
2623,-24.448,9.7
2624,-23.448,10.2
2625,-22.448,9.7
2626,-21.448,10.2
2627,-20.448,9.7
2642,-5.448,10.2
2643,-4.448,9.7
2648,0.552,10.2
2649,1.552,9.7
2650,2.552,10.2
2651,3.552,9.7
2652,4.552,10.2
2653,5.552,9.7
2654,6.552,10.2
2655,7.552,9.7
2656,8.552,10.2
2657,9.552,9.7
2658,10.552,10.2
2659,11.552,9.7
2671,23.552,9.7
2672,24.552,10.2
2673,25.552,9.7
2674,26.552,10.2
2675,27.552,9.7
2676,28.552,10.2
2677,29.552,9.7
2678,30.552,10.2
2679,31.552,9.7
2680,32.552,10.2
2681,33.552,9.7
2682,34.552,10.2
2701,-30.448,10.7
2702,-29.448,11.2
2703,-28.448,10.7
2704,-27.448,11.2
2705,-26.448,10.7
2706,-25.448,11.2
2707,-24.448,10.7
2708,-23.448,11.2
2709,-22.448,10.7
2710,-21.448,11.2
2726,-5.448,11.2
2727,-4.448,10.7
2732,0.552,11.2
2733,1.552,10.7
2734,2.552,11.2
2735,3.552,10.7
2736,4.552,11.2
2737,5.552,10.7
2738,6.552,11.2
2739,7.552,10.7
2740,8.552,11.2
2741,9.552,10.7
2742,10.552,11.2
2743,11.552,10.7
2755,23.552,10.7
2756,24.552,11.2
2757,25.552,10.7
2758,26.552,11.2
2759,27.552,10.7
2760,28.552,11.2
2761,29.552,10.7
2762,30.552,11.2
2763,31.552,10.7
2764,32.552,11.2
2765,33.552,10.7
2766,34.552,11.2
2784,-31.448,12.2
2785,-30.448,11.7
2786,-29.448,12.2
2787,-28.448,11.7
2788,-27.448,12.2
2789,-26.448,11.7
2790,-25.448,12.2
2791,-24.448,11.7
2792,-23.448,12.2
2793,-22.448,11.7
2810,-5.448,12.2
2811,-4.448,11.7
2816,0.552,12.2
2817,1.552,11.7
2818,2.552,12.2
2819,3.552,11.7
2820,4.552,12.2
2821,5.552,11.7
2822,6.552,12.2
2823,7.552,11.7
2824,8.552,12.2
2825,9.552,11.7
2826,10.552,12.2
2827,11.552,11.7
2839,23.552,11.7
2840,24.552,12.2
2841,25.552,11.7
2842,26.552,12.2
2843,27.552,11.7
2844,28.552,12.2
2845,29.552,11.7
2846,30.552,12.2
2847,31.552,11.7
2848,32.552,12.2
2849,33.552,11.7
2850,34.552,12.2
2868,-31.448,13.2
2869,-30.448,12.7
2870,-29.448,13.2
2871,-28.448,12.7
2872,-27.448,13.2
2873,-26.448,12.7
2874,-25.448,13.2
2875,-24.448,12.7
2876,-23.448,13.2
2877,-22.448,12.7
2878,-21.448,13.2
2879,-20.448,12.7
2880,-19.448,13.2
2881,-18.448,12.7
2882,-17.448,13.2
2883,-16.448,12.7
2884,-15.448,13.2
2885,-14.448,12.7
2886,-13.448,13.2
2887,-12.448,12.7
2888,-11.448,13.2
2889,-10.448,12.7
2890,-9.448,13.2
2891,-8.448,12.7
2892,-7.448,13.2
2893,-6.448,12.7
2894,-5.448,13.2
2895,-4.448,12.7
2896,-3.448,13.2
2897,-2.448,12.7
2898,-1.448,13.2
2899,-0.448,12.7
2900,0.552,13.2
2901,1.552,12.7
2902,2.552,13.2
2903,3.552,12.7
2904,4.552,13.2
2905,5.552,12.7
2906,6.552,13.2
2907,7.552,12.7
2908,8.552,13.2
2909,9.552,12.7
2910,10.552,13.2
2911,11.552,12.7
2912,12.552,13.2
2914,14.552,13.2
2916,16.552,13.2
2918,18.552,13.2
2920,20.552,13.2
2922,22.552,13.2
2923,23.552,12.7
2924,24.552,13.2
2925,25.552,12.7
2926,26.552,13.2
2927,27.552,12.7
2928,28.552,13.2
2929,29.552,12.7
2930,30.552,13.2
2931,31.552,12.7
2932,32.552,13.2
2933,33.552,12.7
2934,34.552,13.2
2951,-32.448,13.7
2952,-31.448,14.2
2953,-30.448,13.7
2954,-29.448,14.2
2955,-28.448,13.7
2956,-27.448,14.2
2957,-26.448,13.7
2958,-25.448,14.2
2959,-24.448,13.7
2960,-23.448,14.2
2961,-22.448,13.7
2962,-21.448,14.2
2963,-20.448,13.7
2964,-19.448,14.2
2965,-18.448,13.7
2966,-17.448,14.2
2967,-16.448,13.7
2968,-15.448,14.2
2969,-14.448,13.7
2970,-13.448,14.2
2971,-12.448,13.7
2972,-11.448,14.2
2973,-10.448,13.7
2974,-9.448,14.2
2975,-8.448,13.7
2976,-7.448,14.2
2977,-6.448,13.7
2978,-5.448,14.2
2979,-4.448,13.7
2980,-3.448,14.2
2981,-2.448,13.7
2982,-1.448,14.2
2983,-0.448,13.7
2984,0.552,14.2
2985,1.552,13.7
2986,2.552,14.2
2987,3.552,13.7
2988,4.552,14.2
2989,5.552,13.7
2990,6.552,14.2
2991,7.552,13.7
2992,8.552,14.2
2993,9.552,13.7
2994,10.552,14.2
2995,11.552,13.7
2996,12.552,14.2
2997,13.552,13.7
2998,14.552,14.2
2999,15.552,13.7
3000,16.552,14.2
3001,17.552,13.7
3002,18.552,14.2
3003,19.552,13.7
3004,20.552,14.2
3005,21.552,13.7
3006,22.552,14.2
3007,23.552,13.7
3008,24.552,14.2
3009,25.552,13.7
3010,26.552,14.2
3011,27.552,13.7
3012,28.552,14.2
3013,29.552,13.7
3014,30.552,14.2
3015,31.552,13.7
3016,32.552,14.2
3017,33.552,13.7
3018,34.552,14.2
3035,-32.448,14.7
3036,-31.448,15.2
3037,-30.448,14.7
3038,-29.448,15.2
3039,-28.448,14.7
3040,-27.448,15.2
3041,-26.448,14.7
3042,-25.448,15.2
3043,-24.448,14.7
3044,-23.448,15.2
3045,-22.448,14.7
3046,-21.448,15.2
3047,-20.448,14.7
3048,-19.448,15.2
3049,-18.448,14.7
3050,-17.448,15.2
3051,-16.448,14.7
3052,-15.448,15.2
3053,-14.448,14.7
3054,-13.448,15.2
3055,-12.448,14.7
3056,-11.448,15.2
3057,-10.448,14.7
3058,-9.448,15.2
3059,-8.448,14.7
3060,-7.448,15.2
3061,-6.448,14.7
3062,-5.448,15.2
3063,-4.448,14.7
3064,-3.448,15.2
3065,-2.448,14.7
3066,-1.448,15.2
3067,-0.448,14.7
3068,0.552,15.2
3069,1.552,14.7
3070,2.552,15.2
3071,3.552,14.7
3072,4.552,15.2
3073,5.552,14.7
3074,6.552,15.2
3075,7.552,14.7
3076,8.552,15.2
3077,9.552,14.7
3078,10.552,15.2
3079,11.552,14.7
3080,12.552,15.2
3081,13.552,14.7
3082,14.552,15.2
3083,15.552,14.7
3084,16.552,15.2
3085,17.552,14.7
3086,18.552,15.2
3087,19.552,14.7
3088,20.552,15.2
3089,21.552,14.7
3090,22.552,15.2
3091,23.552,14.7
3092,24.552,15.2
3093,25.552,14.7
3094,26.552,15.2
3095,27.552,14.7
3096,28.552,15.2
3097,29.552,14.7
3098,30.552,15.2
3099,31.552,14.7
3100,32.552,15.2
3101,33.552,14.7
3102,34.552,15.2
3118,-33.448,16.2
3119,-32.448,15.7
3120,-31.448,16.2
3121,-30.448,15.7
3122,-29.448,16.2
3123,-28.448,15.7
3124,-27.448,16.2
3125,-26.448,15.7
3126,-25.448,16.2
3127,-24.448,15.7
3128,-23.448,16.2
3129,-22.448,15.7
3130,-21.448,16.2
3131,-20.448,15.7
3132,-19.448,16.2
3133,-18.448,15.7
3134,-17.448,16.2
3135,-16.448,15.7
3136,-15.448,16.2
3137,-14.448,15.7
3138,-13.448,16.2
3139,-12.448,15.7
3140,-11.448,16.2
3141,-10.448,15.7
3142,-9.448,16.2
3143,-8.448,15.7
3144,-7.448,16.2
3145,-6.448,15.7
3146,-5.448,16.2
3147,-4.448,15.7
3148,-3.448,16.2
3149,-2.448,15.7
3150,-1.448,16.2
3151,-0.448,15.7
3152,0.552,16.2
3153,1.552,15.7
3154,2.552,16.2
3155,3.552,15.7
3156,4.552,16.2
3157,5.552,15.7
3158,6.552,16.2
3159,7.552,15.7
3160,8.552,16.2
3161,9.552,15.7
3162,10.552,16.2
3163,11.552,15.7
3164,12.552,16.2
3165,13.552,15.7
3166,14.552,16.2
3167,15.552,15.7
3168,16.552,16.2
3169,17.552,15.7
3170,18.552,16.2
3171,19.552,15.7
